"Country Name" "Country Code" "Indicator Name" "Indicator Code" 1990.0 1991.0 1992.0 1993.0 1994.0 1995.0 1996.0 1997.0 1998.0 1999.0 2000.0 2001.0 2002.0 2003.0 2004.0 2005.0 2006.0 2007.0 2008.0 2009.0 2010.0 2011.0 2012.0 2013.0 2014.0 2015.0 2016.0 2017.0 2018.0
Uruguay URY "Supervivencia hasta los 65 años, varones (% de la cohorte)" SP.DYN.TO65.MA.ZS 68.9643016 69.1591978 69.35409399999999 69.8128324 70.27157079999999 70.73030920000001 71.1890476 71.647786 72.1130348 72.57828359999999 73.0435324 73.5087812 73.97403 74.40320820000001 74.8323864 75.2615646 75.6907428 76.11992099999999 76.32939820000001 76.53887540000001 76.74835259999999 76.9578298 77.167307 77.35997859999999 77.5526502 77.7453218 77.9379934 78.13066500000001 78.401205
Uruguay URY "Supervivencia hasta los 65 años, mujeres (% de la cohorte)" SP.DYN.TO65.FE.ZS 83.37168199999999 83.584005 83.796328 84.0240166 84.2517052 84.4793938 84.7070824 84.934771 85.0700484 85.2053258 85.3406032 85.4758806 85.61115799999999 85.7443188 85.8774796 86.01064040000001 86.1438012 86.276962 86.4064588 86.5359556 86.6654524 86.7949492 86.924446 87.04433279999999 87.1642196 87.2841064 87.4039932 87.52388 87.6444586
Uruguay URY "Tasa de fertilidad, total (nacimientos por cada mujer)" SP.DYN.TFRT.IN 2.52 2.509 2.491 2.4659999999999997 2.436 2.401 2.364 2.3280000000000003 2.295 2.265 2.237 2.211 2.184 2.156 2.126 2.097 2.07 2.048 2.03 2.0180000000000002 2.011 2.008 2.006 2.004 2.002 1.9969999999999999 1.9909999999999999 1.983 1.973
Uruguay URY "Esperanza de vida al nacer, varones (años)" SP.DYN.LE00.MA.IN 68.882 69.023 69.184 69.368 69.577 69.807 70.04899999999999 70.292 70.528 70.753 70.97 71.181 71.39399999999999 71.611 71.831 72.04899999999999 72.258 72.453 72.63 72.788 72.929 73.054 73.172 73.28699999999999 73.405 73.529 73.66199999999999 73.805 73.958
Uruguay URY "Esperanza de vida al nacer, mujeres (años)" SP.DYN.LE00.FE.IN 76.381 76.60300000000001 76.822 77.04 77.257 77.47 77.678 77.878 78.07 78.257 78.443 78.634 78.834 79.043 79.26100000000001 79.48100000000001 79.694 79.895 80.077 80.23899999999999 80.382 80.51100000000001 80.632 80.751 80.87 80.992 81.115 81.238 81.359
Uruguay URY "Tasa de mortalidad, adultos, varones (por cada 1.000 varones adultos)" SP.DYN.AMRT.MA 196.38400000000001 194.775 193.167 190.035 186.903 183.771 180.639 177.507 173.765 170.023 166.28099999999998 162.539 158.797 156.607 154.417 152.226 150.036 147.846 146.218 144.59 142.963 141.335 139.707 138.14 136.57299999999998 135.006 133.439 131.872 139.322
Uruguay URY "Tasa de mortalidad, adultos, mujeres (por cada 1.000 mujeres adultas)" SP.DYN.AMRT.FE 99.62299999999999 98.46700000000001 97.31200000000001 96.209 95.105 94.00200000000001 92.899 91.795 90.07600000000001 88.35600000000001 86.637 84.917 83.198 83.27 83.34299999999999 83.416 83.488 83.561 82.523 81.484 80.445 79.407 78.368 77.7 77.032 76.36399999999999 75.696 75.028 76.015
Uruguay URY "Tasa de fertilidad en adolescentes (nacimientos por cada 1.000 mujeres entre 15 y 19 años de edad)" SP.ADO.TFRT 68.9318 69.7664 70.601 69.9378 69.2746 68.6114 67.9482 67.285 66.7674 66.2498 65.7322 65.2146 64.697 63.9782 63.2594 62.5406 61.8218 61.103 61.013000000000005 60.923 60.833 60.743 60.653 60.2678 59.8826 59.4974 59.1122 58.727 58.2386
Uruguay URY "Población activa, mujeres (% de la población activa total)" SL.TLF.TOTL.FE.ZS 39.53617893745071 39.8071494388119 40.6990946724689 40.6678856246042 41.031351745055105 41.467437535527104 41.8283746974364 42.1907299535785 42.5563700232674 42.5768605921857 42.8603772761995 43.62794256127871 43.3984299215214 43.8943965846626 43.5429548978028 44.0741348929156 43.60952543134189 43.812548524815504 44.4607366181277 44.4983801713294 44.4663835297528 44.714608116454 44.8758603033261 44.5509297598434 44.99021801485121 45.0743582619592 45.4143109343864 45.445528753837394 45.491664861782
