"Country Name" "Country Code" "Indicator Name" "Indicator Code" 1990.0 1991.0 1992.0 1993.0 1994.0 1995.0 1996.0 1997.0 1998.0 1999.0 2000.0 2001.0 2002.0 2003.0 2004.0 2005.0 2006.0 2007.0 2008.0 2009.0 2010.0 2011.0 2012.0 2013.0 2014.0 2015.0 2016.0 2017.0 2018.0
Uruguay URY "Población, hombres (% del total)" SP.POP.TOTL.MA.ZS 48.5040831644476 48.4776908837718 48.461558701507904 48.452608053411595 48.447073222770904 48.4420528645975 48.43740328750871 48.433042073196496 48.426567423860995 48.4151626131158 48.397190859267596 48.3709224948887 48.337876265090706 48.3016168014728 48.2670708231195 48.2390415554945 48.218366315300706 48.2042336271626 48.1961522905221 48.1922132170395 48.191558113913295 48.19372702160871 48.199557558135204 48.2080499528535 48.218950553149206 48.231703689288395 48.2457925919479 48.261603977134705 48.2784573057064
Uruguay URY "Población, hombres" SP.POP.TOTL.MA.IN 1508283.0 1518156.0 1528702.0 1539700.0 1550864.0 1561908.0 1572947.0 1583840.0 1593744.0 1601579.0 1606659.0 1608562.0 1607737.0 1605385.0 1603179.0 1602406.0 1603454.0 1606044.0 1609858.0 1614283.0 1618887.0 1623615.0 1628651.0 1633982.0 1639654.0 1645670.0 1652000.0 1658580.0 1665268.0
Uruguay URY "Población, mujeres (% del total)" SP.POP.TOTL.FE.ZS 51.4959168355524 51.5223091162282 51.538441298492096 51.547391946588405 51.552926777229004 51.5579471354025 51.56259671249129 51.566957926803504 51.573432576139005 51.5848373868842 51.602809140732404 51.6290775051113 51.662123734909294 51.6983831985272 51.7329291768805 51.7609584445055 51.781633684699294 51.7957663728374 51.8038477094779 51.8077867829605 51.808441886086705 51.80627297839129 51.800442441864796 51.7919500471465 51.781049446850794 51.768296310711605 51.7542074080521 51.738396022865295 51.7215426942936
Uruguay URY "Población, mujeres" SP.POP.TOTL.FE.IN 1601318.0 1613504.0 1625762.0 1638045.0 1650287.0 1662373.0 1674434.0 1686324.0 1697309.0 1706433.0 1713077.0 1716911.0 1718303.0 1718283.0 1718297.0 1719397.0 1721947.0 1725705.0 1730363.0 1735393.0 1740388.0 1745319.0 1750323.0 1755457.0 1760780.0 1766339.0 1772132.0 1778066.0 1784031.0
Uruguay URY "Población, total" SP.POP.TOTL 3109601.0 3131660.0 3154464.0 3177745.0 3201151.0 3224281.0 3247381.0 3270164.0 3291053.0 3308012.0 3319736.0 3325473.0 3326040.0 3323668.0 3321476.0 3321803.0 3325401.0 3331749.0 3340221.0 3349676.0 3359275.0 3368934.0 3378974.0 3389439.0 3400434.0 3412009.0 3424132.0 3436646.0 3449299.0
Uruguay URY "Crecimiento de la población (% anual)" SP.POP.GROW 0.677812719158109 0.706879326254813 0.7255377092275842 0.735323325565763 0.7338606882563191 0.719954702156725 0.7138845664040451 0.6991311237498941 0.636743780227974 0.513983036536799 0.35378569699847795 0.172665793516288 0.0170487527085359 -0.0713414814787266 -0.0659729895847058 0.009844536117307541 0.10825605326348099 0.19071229952864002 0.253958112920981 0.282665227743392 0.28615521413409994 0.28711969665474896 0.297573926873414 0.309230785390311 0.323864956249053 0.33981968403279106 0.35467415632040905 0.36479868253490394 0.36750262282828206
Uruguay URY "Tasa de inactividad por edades, personas menores de 15 años (% de la población en edad de trabajar)" SP.POP.DPND.YG 41.7058959437409 41.5280093714738 41.1535870706331 40.6899002116722 40.283745573503104 39.9935926142481 39.8431705356558 39.7363701340978 39.6557445023341 39.540671341422 39.3453881927805 39.0867652106174 38.846443253825605 38.5711196735672 38.21573256193779 37.774721187450105 37.274881233308705 36.666718986405 36.0009621705358 35.363038558014495 34.8021031353851 34.2555072946543 33.8140410976291 33.4443570157826 33.0889307528054 32.7249255827832 32.4845340649225 32.2011005592991 31.9120204034082
Uruguay URY "Tasa de inactividad por edades, personas de 65 años y más (% de la población en edad de trabajar)" SP.POP.DPND.OL 18.663165255994198 18.950280150083 19.2161139199642 19.4625541780063 19.6923765803206 19.907430137426502 20.198631598608802 20.4659743855666 20.6979634773635 20.8757892286654 20.9912295657189 21.2177845736168 21.3783890805633 21.4894050441438 21.573785381619 21.646978534865102 21.737448506540197 21.802586212226895 21.8508172542318 21.8940942122369 21.9473226926031 22.045509586557397 22.1436196948486 22.2477771147899 22.3587447103123 22.478138805394398 22.633811596461396 22.783029631760897 22.9406802602593
Uruguay URY "Tasa de inactividad por edades (% de la población en edad de trabajar)" SP.POP.DPND 60.3690611997351 60.478289521556704 60.369700990597295 60.152454389678496 59.9761221538237 59.9010227516746 60.0418021342646 60.2023445196645 60.353707979697596 60.416460570087395 60.3366177584994 60.3045497842343 60.224832334389 60.060524717711 59.789517943556795 59.421699722315296 59.0123297398489 58.46930519863189 57.8517794247676 57.257132770251395 56.749425827988205 56.3010168812117 55.957660792477796 55.6921341305725 55.447675463117704 55.2030643881777 55.1183456613839 54.9841301910601 54.8527006636675
Uruguay URY "Población de 80 años en adelante, varones (% de la población masculina)" SP.POP.80UP.MA.5Y 1.62748080266157 1.7123416251963701 1.7820370249231399 1.8266604749642 1.83665481735008 1.81060948009002 1.8705004869836799 1.90423635765549 1.91567780019878 1.91124242621018 1.89449154704984 1.9808387745320202 2.0496473310361103 2.0990019820827697 2.12913801534945 2.14040903542428 2.24440349121117 2.32826457025515 2.38822306066746 2.4212607083144704 2.42808943928109 2.52683678541227 2.60098695177788 2.64507359632701 2.65476417004542 2.6286526112129303 2.68510408274077 2.71195842226483 2.7133835836239797
